"caseid","weight","BIGFIVE_1","BIGFIVE_2","BIGFIVE_3","BIGFIVE_4","BIGFIVE_5","BIGFIVE_6","BIGFIVE_7","BIGFIVE_8","BIGFIVE_9","BIGFIVE_10","BIGFIVE_11","BIGFIVE_12","BIGFIVE_13","BIGFIVE_14","BIGFIVE_15","BIGFIVE_16","BIGFIVE_17","BIGFIVE_18","BIGFIVE_19","BIGFIVE_20","BIGFIVE_21","BIGFIVE_22","BIGFIVE_23","BIGFIVE_24","BIGFIVE_25","BIGFIVE_26","BIGFIVE_27","BIGFIVE_28","BIGFIVE_29","BIGFIVE_30","BIGFIVE_31","BIGFIVE_32","BIGFIVE_33","BIGFIVE_34","BIGFIVE_35","BIGFIVE_36","BIGFIVE_37","BIGFIVE_38","BIGFIVE_39","BIGFIVE_40","BIGFIVE_41","BIGFIVE_42","BIGFIVE_43","BIGFIVE_44","BIGFIVE_45","BIGFIVE_46","BIGFIVE_47","BIGFIVE_48","BIGFIVE_49","BIGFIVE_50","BIGFIVE_51","BIGFIVE_52","BIGFIVE_53","BIGFIVE_54","BIGFIVE_55","BIGFIVE_56","BIGFIVE_57","BIGFIVE_58","BIGFIVE_59","BIGFIVE_60","BIGFIVE_61","BIGFIVE_62","BIGFIVE_63","BIGFIVE_64","BIGFIVE_65","BIGFIVE_66","BIGFIVE_67","BIGFIVE_68","BIGFIVE_69","BIGFIVE_70","BIGFIVE_71","BIGFIVE_72","BIGFIVE_73","BIGFIVE_74","BIGFIVE_75","BIGFIVE_76","BIGFIVE_77","BIGFIVE_78","BIGFIVE_79","BIGFIVE_80","BIGFIVE_81","BIGFIVE_82","BIGFIVE_83","BIGFIVE_84","BIGFIVE_85","BIGFIVE_86","BIGFIVE_87","BIGFIVE_88","BIGFIVE_89","BIGFIVE_90","BIGFIVE_91","BIGFIVE_92","BIGFIVE_93","BIGFIVE_94","BIGFIVE_95","BIGFIVE_96","BIGFIVE_97","BIGFIVE_98","BIGFIVE_99","BIGFIVE_100","birthyr","gender","race","educ","marstat","employ","faminc_new","pid3","pid7","inputstate","inputzip","votereg","ideo5","newsint","presvote16post","religpew","pew_churatd","pew_bornagain","pew_religimp","pew_prayer","starttime","endtime"
392117393,0.909059554234678,5,2,5,1,5,4,1,1,1,5,5,2,3,1,4,3,4,1,3,1,5,2,5,1,4,5,3,1,3,1,5,2,5,1,5,4,2,1,1,2,4,5,5,1,5,5,2,1,1,4,5,4,4,1,5,4,4,1,2,4,5,4,4,1,5,4,2,1,1,1,5,1,4,1,3,5,2,1,1,1,5,4,5,1,5,4,4,1,1,2,5,1,4,1,5,5,4,1,2,3,1947,1,1,6,1,5,8,1,1,13,"30605",1,1,1,1,1,2,2,2,5,2018-06-08 21:35:18,2018-06-08 21:50:18
392117600,1.7291954020268,3,1,2,3,4,3,3,2,1,5,5,1,4,3,4,3,4,1,4,1,5,3,5,2,2,4,2,3,2,1,4,2,5,3,1,5,4,3,2,1,3,2,4,3,3,4,1,3,1,2,3,3,5,3,3,3,4,3,5,4,3,3,3,3,3,5,3,3,1,2,2,1,5,1,4,5,2,3,2,1,3,2,5,3,2,3,3,2,3,3,5,1,5,3,4,5,5,4,1,2,1945,2,4,4,6,5,3,1,2,6,"91345",1,2,2,1,2,4,2,2,3,2018-06-08 21:36:58,2018-06-08 21:50:27
392095485,0.977536285310863,4,2,2,4,2,4,2,4,1,4,1,5,4,2,4,3,5,2,2,1,2,4,5,3,2,5,4,3,2,5,4,1,4,3,3,5,2,4,2,4,4,1,4,1,4,5,4,2,4,4,5,2,3,2,4,4,5,4,5,5,4,2,3,3,4,4,4,4,2,4,5,3,4,1,3,5,2,1,3,4,4,4,4,2,4,4,4,3,4,5,5,1,5,2,4,4,1,2,2,4,1962,2,1,6,3,5,5,1,1,45,"29073",1,1,1,1,11,5,2,3,6,2018-06-08 21:34:45,2018-06-08 21:50:32
392047913,0.966687663636624,3,4,3,4,5,3,4,3,3,3,2,4,4,4,5,1,3,2,2,1,3,3,3,3,4,4,3,4,4,4,4,3,3,3,4,4,2,3,3,3,3,2,1,4,5,4,3,2,4,2,2,3,2,4,4,2,2,2,4,4,4,3,2,4,4,4,2,3,3,3,4,3,3,3,3,4,2,1,3,4,3,4,3,4,5,3,4,3,4,4,3,2,2,2,4,5,2,1,4,3,1969,1,1,5,1,1,8,2,6,49,"84648-2132",1,4,2,2,3,2,2,1,3,2018-06-08 21:41:17,2018-06-08 21:52:07
392098771,0.885962877079226,5,3,4,4,4,2,1,2,2,2,3,5,4,3,2,4,4,5,2,3,5,3,4,1,1,4,3,5,3,1,3,1,2,1,2,3,1,5,1,5,5,4,1,1,4,4,2,2,5,3,5,4,4,1,3,4,2,4,3,5,5,4,2,1,4,3,2,4,5,5,5,1,3,1,3,5,2,4,5,5,4,5,2,1,3,3,3,4,5,4,4,4,2,1,2,4,2,4,5,3,1962,1,1,5,2,1,2,3,3,12,"32526",1,1,1,1,11,6,2,4,7,2018-06-08 21:43:13,2018-06-08 21:52:44
392107120,3.65602437207769,2,1,1,1,4,3,3,3,1,5,5,2,4,3,4,1,1,2,3,1,2,3,4,3,3,3,3,3,4,1,4,1,3,2,4,2,2,2,1,1,4,1,4,3,4,3,3,1,2,3,3,1,3,2,3,3,3,1,5,3,4,1,1,3,5,5,3,3,2,1,4,1,3,1,5,5,3,3,1,1,3,1,5,4,4,5,4,1,2,1,3,1,3,2,4,5,3,1,1,2,1926,2,3,4,4,5,6,2,7,12,"32505",1,4,2,2,2,2,2,1,1,2018-06-08 21:36:14,2018-06-08 21:52:47
392095060,0.666118946831862,5,3,4,3,4,3,1,4,1,4,4,2,3,3,3,5,4,2,2,1,4,4,4,1,2,5,1,5,1,2,5,3,2,1,4,4,4,3,1,4,4,3,5,4,4,5,2,1,4,2,1,4,4,1,4,4,4,3,3,5,5,2,3,1,4,5,2,3,4,3,5,4,4,1,2,5,2,2,3,2,5,1,4,3,5,3,4,3,2,4,5,2,4,1,4,5,2,1,5,2,1953,2,1,6,4,2,97,3,4,6,"95032",1,3,1,3,5,3,2,2,2,2018-06-08 21:34:33,2018-06-08 21:52:54
392116939,1.00602034845976,2,2,3,4,3,3,2,5,2,4,4,1,4,2,3,1,2,4,4,2,4,3,4,1,2,4,4,4,3,3,4,3,3,4,3,3,4,3,2,3,3,1,2,1,4,4,2,2,3,3,5,2,3,4,2,3,4,3,3,3,5,2,1,1,4,4,4,3,4,1,5,2,3,3,2,5,4,2,2,2,5,3,2,1,2,4,3,4,3,3,4,2,4,3,2,5,2,2,2,1,1941,2,1,5,5,5,6,1,1,25,"02670",1,2,1,1,2,4,2,1,1,2018-06-08 21:40:16,2018-06-08 21:54:22
392048167,1.05456056740853,4,3,2,1,4,2,1,4,4,2,2,4,3,4,3,4,4,4,2,3,3,4,3,2,3,4,2,4,4,3,4,3,2,1,4,3,2,3,3,3,4,4,2,1,4,4,2,2,4,4,4,3,3,2,4,2,3,2,4,4,5,3,2,1,4,5,2,3,4,4,4,1,2,1,3,5,1,2,4,4,3,3,2,2,3,3,2,3,4,4,5,2,3,2,4,4,3,3,4,2,1947,1,1,6,1,5,9,1,2,6,"92177",1,3,1,1,1,5,2,4,6,2018-06-08 21:39:25,2018-06-08 21:54:56
392098721,0.99634069625659,4,4,3,2,5,2,1,1,2,4,5,1,4,3,4,4,1,3,4,1,3,4,5,3,5,4,2,1,2,1,4,4,3,3,5,4,5,1,2,3,4,3,2,3,3,2,3,1,4,1,3,3,4,3,5,1,5,1,4,3,4,3,4,3,5,4,3,1,1,3,3,3,4,3,5,5,3,1,3,1,3,5,3,5,5,2,4,2,2,3,4,2,4,2,5,3,4,2,2,2,1949,1,1,4,3,5,5,1,2,47,"38107",1,4,1,2,2,5,1,1,2,2018-06-08 21:40:47,2018-06-08 21:55:24
392105653,0.95954831482544,4,2,3,3,4,3,1,1,1,4,4,1,4,2,4,1,3,2,3,1,4,2,4,2,4,5,4,2,2,1,4,1,4,2,5,4,4,2,2,3,4,1,4,1,3,5,4,2,2,3,3,2,4,2,5,3,3,2,3,5,4,3,2,1,5,5,3,2,2,1,5,1,4,2,5,4,3,1,2,1,4,1,4,2,4,4,3,2,3,3,4,1,4,2,4,5,3,1,2,3,1960,1,1,5,1,1,9,1,2,42,"15146",1,3,1,1,1,4,2,2,3,2018-06-08 21:48:36,2018-06-08 21:55:31
391565726,0.721137302485734,3,2,2,3,4,4,3,2,1,4,5,1,4,3,4,2,2,1,3,1,3,3,4,3,4,5,4,3,3,1,4,2,4,3,5,4,4,2,3,1,3,1,4,4,4,4,3,2,3,2,2,1,3,3,4,3,4,2,3,2,5,1,2,3,5,5,4,1,3,1,3,1,4,1,4,4,4,2,2,1,4,3,5,3,5,3,4,2,3,2,4,1,4,3,4,4,4,1,2,3,1945,2,1,4,4,1,97,3,5,12,"33323-1801",1,4,2,2,2,5,2,2,3,2018-06-08 21:39:35,2018-06-08 21:56:22
392091148,0.747531743551668,4,1,4,2,4,4,1,2,1,4,3,2,4,2,2,2,1,2,4,2,3,2,4,2,4,4,4,2,3,2,4,2,4,2,4,4,4,2,2,2,4,1,3,1,4,4,2,2,2,1,5,2,3,2,3,4,4,2,3,2,4,3,3,2,4,5,3,3,2,2,4,3,3,1,4,4,4,2,2,2,4,3,4,2,4,4,4,2,2,2,4,1,4,3,4,5,3,2,2,2,1940,1,1,5,1,5,8,1,1,36,"14580",1,2,1,1,10,5,2,1,2,2018-06-08 21:43:02,2018-06-08 21:57:00
392113291,0.759935155776329,2,3,2,5,4,3,3,4,1,5,4,4,3,4,4,1,4,1,2,1,2,2,5,2,3,4,3,4,1,3,1,1,5,5,4,4,2,4,1,4,3,1,5,5,4,4,4,2,2,4,1,2,3,4,4,4,1,2,2,4,5,4,4,5,4,4,1,4,2,4,2,1,2,2,4,4,2,1,1,4,5,4,5,5,4,4,4,4,1,4,4,1,4,1,2,3,2,1,1,2,1948,2,1,3,1,7,3,3,4,12,"32333",1,5,2,2,1,2,2,1,1,2018-06-08 21:38:41,2018-06-08 21:57:12
391990829,0.858800726983684,4,2,2,4,5,2,5,2,1,5,5,1,2,4,4,2,4,1,2,1,2,4,4,4,3,5,4,2,4,1,1,2,5,1,4,4,4,1,3,1,2,1,4,1,5,5,2,1,4,2,4,2,1,4,4,2,3,2,4,4,5,2,1,3,5,5,2,1,2,1,2,1,4,1,5,5,2,2,1,1,4,1,4,2,5,5,2,1,2,2,4,1,4,4,4,5,4,1,4,1,1952,2,1,6,1,5,97,3,4,4,"85213",1,3,2,1,11,6,2,4,7,2018-06-08 21:46:56,2018-06-08 21:57:39
392112898,0.91191830237577,3,2,3,4,4,3,3,2,2,4,4,2,3,2,3,2,2,2,3,2,3,2,3,3,4,3,4,2,3,1,4,1,3,4,5,4,4,1,2,2,3,3,4,4,3,3,3,1,2,1,1,3,3,3,5,3,4,2,3,3,3,2,2,3,4,4,3,1,2,3,4,3,3,4,4,3,3,2,2,2,3,2,4,5,4,3,4,2,3,2,2,2,3,3,4,3,3,2,3,2,1943,1,1,3,1,5,10,2,6,12,"32901",1,4,1,2,1,5,2,3,6,2018-06-08 21:45:33,2018-06-08 21:57:40
392114383,0.961052110512315,5,4,2,1,4,4,1,2,2,5,2,5,3,3,5,5,4,2,1,1,4,4,4,2,3,5,1,2,1,4,5,1,2,2,3,4,1,3,1,5,5,3,5,1,3,4,2,2,2,2,2,5,4,1,3,2,3,2,5,5,4,2,1,1,5,4,1,3,1,1,5,1,5,2,2,5,1,2,2,5,4,5,2,1,5,4,3,4,3,4,5,2,5,1,3,4,2,3,1,3,1958,2,1,6,3,4,4,3,3,53,"98546",1,3,1,1,1,4,2,2,1,2018-06-08 21:43:59,2018-06-08 21:57:52
392119153,0.763222619246686,5,5,4,4,5,5,5,4,5,5,5,5,3,3,5,4,5,5,4,5,4,2,5,5,3,4,4,5,3,5,4,4,3,4,5,5,3,4,4,3,4,4,5,4,4,5,4,5,4,5,4,5,4,4,5,5,3,5,4,4,5,5,5,4,4,5,4,4,5,4,5,5,4,5,4,5,5,4,3,5,5,4,5,5,3,5,5,4,5,4,5,4,5,4,5,5,5,4,4,5,1990,2,4,6,5,8,12,3,4,12,"33626-4442",2,1,2,7,6,3,2,2,3,2018-06-08 21:51:22,2018-06-08 21:58:14
392113513,1.02189700105787,3,2,3,1,5,4,2,2,2,4,4,1,4,2,4,2,2,1,4,2,5,3,2,2,4,4,4,2,3,1,4,4,4,2,4,4,4,2,3,3,NA,2,4,4,4,4,4,1,2,2,1,4,4,2,5,4,2,1,3,2,4,2,3,2,4,4,4,2,2,2,4,2,4,2,4,4,2,1,2,1,4,2,4,1,4,4,4,1,2,2,4,2,4,2,4,4,4,2,2,2,1961,2,5,6,1,5,7,2,6,42,"16323",1,4,1,2,1,1,1,1,1,2018-06-08 21:36:44,2018-06-08 21:58:50
392120101,0.90500499972969,3,2,4,1,5,5,2,2,1,5,5,2,4,1,5,1,3,1,4,1,5,2,5,2,4,5,4,1,4,1,5,1,5,1,5,5,4,1,1,2,5,1,5,4,5,5,3,1,1,3,4,1,5,2,5,4,5,1,3,3,5,1,3,4,5,5,4,1,1,2,4,1,5,1,4,5,4,1,1,1,5,1,5,1,5,5,3,1,1,2,5,1,5,1,5,5,4,1,1,2,1948,2,1,6,1,5,11,1,1,12,"33019",1,3,2,1,5,6,2,3,6,2018-06-08 21:48:42,2018-06-08 21:58:53
392088504,0.860790847778377,4,2,4,2,4,4,3,2,2,4,4,2,4,3,4,4,2,3,4,2,4,4,4,2,4,4,4,2,3,2,4,2,4,2,4,3,4,2,2,3,4,3,4,3,4,4,4,2,3,3,4,2,4,2,4,4,4,2,3,3,4,2,3,2,4,4,2,3,2,3,4,3,4,2,4,4,3,2,2,2,4,2,4,2,4,4,4,2,2,3,4,2,4,2,4,3,4,3,3,3,1958,1,1,4,6,2,4,1,1,42,"15220",1,2,2,1,2,2,1,2,3,2018-06-08 21:50:06,2018-06-08 21:59:06
392110501,0.821160029667694,2,2,3,3,2,4,1,3,3,3,3,3,4,3,2,3,3,1,4,1,4,1,4,1,2,3,2,1,3,1,3,4,3,4,3,4,4,3,3,3,4,2,3,4,4,3,4,3,1,2,3,2,4,3,4,3,4,3,2,3,3,1,4,3,4,4,3,4,2,1,2,3,2,1,3,4,4,1,3,1,2,2,4,3,4,4,4,3,2,1,2,1,2,4,4,3,3,1,4,2,1979,1,4,6,1,1,15,2,7,53,"98074",1,4,1,2,2,3,2,2,3,2018-06-08 21:55:11,2018-06-08 21:59:35
392081353,0.859639483955657,4,4,2,1,5,4,1,2,1,2,2,3,4,4,2,4,3,4,4,1,4,4,4,1,3,5,4,4,3,3,4,2,4,1,4,4,4,1,2,4,4,1,1,1,4,4,4,5,4,2,1,2,4,2,4,2,4,2,5,5,5,2,1,2,4,5,4,1,3,1,4,2,3,1,2,4,4,2,4,2,5,2,2,1,4,4,4,1,2,2,5,2,3,2,4,5,2,1,4,2,1965,1,1,3,5,1,97,3,4,36,"12561",1,3,1,2,2,6,2,3,8,2018-06-08 21:39:03,2018-06-08 22:00:01
392120146,1.0991802745425,4,3,4,4,4,4,1,3,3,3,4,4,2,2,4,3,2,2,4,2,3,3,4,2,4,4,4,4,2,2,4,3,4,1,4,5,2,2,1,1,4,4,5,1,4,4,4,2,2,2,5,4,4,2,3,4,2,2,2,2,4,3,3,1,4,4,2,2,3,4,5,3,4,1,1,4,2,2,2,4,4,3,4,1,4,2,4,2,2,3,5,1,4,2,4,4,4,1,2,4,1956,2,1,5,1,1,13,1,2,34,"07060",1,2,1,1,2,5,2,3,6,2018-06-08 21:50:11,2018-06-08 22:00:19
391572183,0.892464609517434,2,2,2,3,4,3,3,3,1,2,4,3,4,4,3,2,3,3,3,2,2,3,4,3,3,4,4,1,5,1,3,1,2,2,4,2,2,2,5,4,2,3,1,1,3,4,4,3,2,2,4,2,2,4,4,3,3,2,4,4,5,4,1,3,4,5,4,1,5,3,3,3,2,2,4,3,3,2,2,3,2,3,3,5,2,4,2,3,4,2,3,2,2,4,4,3,4,3,3,2,1955,1,1,3,3,5,3,1,1,53,"98117",1,3,2,1,1,4,2,2,3,2018-06-08 21:48:07,2018-06-08 22:01:12
391991981,0.844344797332658,3,2,2,4,4,3,2,2,1,4,5,1,5,3,3,3,2,1,5,1,3,2,4,5,4,4,5,2,2,1,5,1,4,4,4,4,4,3,3,2,3,1,4,5,4,4,4,2,2,2,1,2,2,2,4,3,4,2,4,3,4,1,2,4,4,5,2,2,2,1,3,2,4,4,4,5,2,2,1,1,3,2,5,3,4,4,4,2,4,2,4,1,4,3,4,4,5,1,1,1,1952,1,1,5,1,5,9,2,7,51,"24551",1,4,1,2,1,1,1,1,1,2018-06-08 21:45:19,2018-06-08 22:01:48
392117616,0.866520103825634,4,4,3,2,4,3,1,2,1,2,3,2,2,3,4,2,2,4,3,1,3,3,3,1,4,5,2,4,4,3,5,3,2,1,4,4,3,3,1,3,4,3,2,1,4,4,4,1,3,1,5,3,3,1,4,2,4,1,4,4,5,4,2,2,4,4,4,3,3,2,4,4,3,1,4,4,4,1,3,2,4,4,2,2,4,2,4,2,3,2,5,2,3,2,5,2,2,1,3,3,1947,1,1,4,1,5,10,1,1,36,"12077",1,2,1,1,5,5,2,3,6,2018-06-08 21:42:24,2018-06-08 22:02:00
392105647,0.884209715003119,5,1,4,1,5,4,1,1,3,3,5,4,4,4,4,5,4,3,4,1,4,4,4,1,4,5,4,3,1,1,5,1,4,1,4,4,2,1,2,3,4,1,3,1,5,5,4,1,2,4,5,4,4,1,4,3,4,2,5,4,5,4,4,1,4,5,4,1,2,2,5,3,4,1,5,5,2,1,2,3,5,4,4,1,5,3,4,1,1,3,5,2,3,1,4,5,4,1,3,2,1963,1,1,6,5,1,97,1,1,39,"43204",1,1,1,1,12,6,2,3,6,2018-06-08 21:52:55,2018-06-08 22:02:37
392113768,0.927628657364993,4,3,2,1,4,4,4,4,1,3,4,2,3,4,3,3,2,3,3,2,3,3,4,2,4,4,3,3,3,1,4,2,4,1,4,4,3,2,2,3,3,1,2,4,4,4,3,2,3,3,2,2,2,4,4,4,4,3,4,3,4,3,2,3,4,4,2,2,4,2,5,2,3,1,2,4,2,3,3,3,4,5,4,3,4,3,4,2,4,3,4,1,3,4,4,4,3,2,4,3,1941,2,1,5,4,5,97,2,6,41,"97436",1,4,1,2,1,5,2,4,6,2018-06-08 21:06:21,2018-06-08 22:03:15
392091458,0.721137302485734,4,2,3,1,3,4,2,3,1,4,5,1,4,2,3,4,3,1,3,1,4,1,5,2,3,5,5,3,3,1,5,1,4,1,3,5,4,3,2,2,2,3,4,5,3,4,3,2,2,1,1,2,3,2,4,3,2,2,3,4,5,3,2,2,4,5,3,2,2,1,5,2,3,1,2,4,5,1,3,2,4,1,5,4,4,3,3,2,2,2,4,1,1,2,4,4,4,2,3,1,1944,2,1,3,4,5,97,2,7,47,"37924",1,4,1,2,2,3,2,2,1,2018-06-08 21:36:41,2018-06-08 22:03:27
392034667,1.57458531065537,2,2,2,4,4,4,5,4,2,4,3,3,4,2,2,3,4,2,2,2,4,2,4,2,2,4,4,3,2,4,4,2,4,4,4,4,3,2,4,4,4,3,4,5,4,4,2,2,2,3,1,2,2,4,4,NA,4,2,5,4,NA,2,4,4,4,4,3,3,2,4,5,3,4,3,4,5,2,2,3,2,4,3,4,4,4,3,2,4,2,4,2,1,3,3,4,2,3,1,2,3,1943,1,4,5,1,5,12,2,7,15,"96744",1,4,1,2,1,5,2,3,6,2018-06-08 21:38:02,2018-06-08 22:03:57
392029190,1.69321165944464,4,1,3,5,4,4,3,2,1,4,5,1,4,3,4,3,4,2,2,1,4,3,5,3,3,5,3,5,3,1,3,2,4,2,4,5,5,2,1,3,4,1,3,3,3,4,4,1,3,4,3,2,4,3,3,3,4,2,5,4,4,1,4,3,4,5,4,3,2,2,4,1,4,3,3,5,5,3,1,3,4,4,5,4,4,4,4,3,4,2,4,1,3,2,4,4,5,1,1,3,1933,2,2,6,3,5,3,1,2,13,"30087",1,3,2,1,1,1,1,1,1,2018-06-08 21:29:23,2018-06-08 22:04:00
392085074,0.859639483955657,4,4,4,2,5,4,1,1,3,5,5,1,3,1,5,4,2,2,4,1,4,4,4,2,4,4,4,2,2,1,4,3,4,2,5,4,5,1,1,1,4,3,4,5,4,4,4,1,2,1,1,3,4,2,4,3,4,2,2,3,4,4,3,1,5,4,4,1,1,3,4,3,4,2,5,4,4,1,1,1,4,4,4,3,5,4,5,1,1,3,4,2,4,1,4,4,5,1,3,1,1958,1,1,3,1,1,9,3,4,37,"28117",1,3,1,2,11,5,2,3,6,2018-06-08 21:54:53,2018-06-08 22:04:00
392106799,3.92180725610923,5,1,4,1,4,3,4,1,2,5,5,2,3,1,5,4,2,1,3,1,4,2,5,2,4,5,4,1,3,1,5,2,3,1,5,5,2,1,1,2,5,2,2,3,4,4,1,1,1,1,3,1,4,2,5,1,5,2,3,4,5,3,4,1,5,5,3,2,2,2,5,5,4,1,5,4,3,2,1,2,5,2,5,1,5,5,4,2,1,2,5,1,5,4,5,5,5,1,2,1,1950,2,3,5,1,1,11,3,4,36,"10306",1,3,1,1,2,2,2,1,2,2018-06-08 21:54:09,2018-06-08 22:04:11
392120148,0.946739681961344,4,2,2,3,4,4,4,4,1,3,4,4,3,4,5,3,4,3,3,1,3,3,3,3,4,1,4,3,4,1,4,2,4,2,4,4,4,4,3,4,3,1,3,1,5,4,3,2,3,3,5,2,3,3,5,3,4,2,4,2,4,1,3,3,4,4,3,2,2,3,3,1,3,2,4,5,3,1,2,2,4,3,3,1,5,3,3,3,1,2,4,5,2,2,4,4,4,1,2,1,1946,1,1,3,1,5,10,1,1,53,"98038",1,1,1,1,11,6,2,2,5,2018-06-08 21:50:14,2018-06-08 22:04:48
392029295,1.08955080201984,3,2,3,5,4,4,2,2,1,3,5,1,4,4,4,3,2,2,4,1,3,3,4,2,4,4,5,1,4,1,4,3,4,3,4,4,4,1,3,1,3,1,2,4,4,4,4,1,2,2,2,2,3,2,5,4,5,2,4,3,4,2,2,2,4,5,4,1,3,1,4,2,3,2,4,4,4,2,2,1,4,3,4,3,4,3,4,2,2,1,3,1,4,2,5,5,5,5,3,2,1972,1,1,4,5,1,4,3,5,39,"44107",1,4,2,2,2,5,2,2,3,2018-06-08 21:59:20,2018-06-08 22:06:19
392124622,0.753187018263351,4,3,4,4,4,5,1,5,1,2,5,1,2,3,2,4,1,3,5,2,4,2,4,2,2,4,5,4,4,1,5,2,2,2,4,4,4,2,2,1,5,3,2,1,4,5,5,3,4,1,5,4,4,1,2,4,5,4,5,2,5,4,2,1,4,5,4,2,2,2,5,2,4,2,1,4,5,2,3,2,4,2,5,1,4,5,5,4,2,1,4,1,4,1,4,5,4,2,5,1,1983,2,1,5,4,1,8,1,1,55,"53562",1,1,1,1,11,6,2,4,7,2018-06-08 21:57:25,2018-06-08 22:06:29
392116448,0.976850922904832,4,2,3,2,4,4,2,4,1,5,4,3,4,3,2,3,2,2,4,2,3,2,4,1,4,4,4,4,2,2,5,2,5,1,4,4,3,3,2,2,4,4,3,1,4,4,3,3,4,2,4,3,2,1,4,4,4,2,2,3,4,3,2,2,4,4,3,2,4,2,4,4,3,1,1,4,4,2,2,2,4,4,4,1,4,2,4,4,2,4,5,1,4,1,4,2,3,2,4,2,1987,1,1,6,5,8,4,3,3,8,"80002",1,2,1,1,10,5,2,4,7,2018-06-08 21:45:27,2018-06-08 22:06:32
392121519,1.16695970634508,5,2,4,1,4,4,2,4,4,4,3,5,2,2,4,4,4,4,2,4,5,4,4,1,3,5,3,5,2,3,5,2,3,1,4,3,2,4,1,4,4,3,5,1,4,3,2,2,4,4,5,4,4,1,4,4,2,4,2,5,5,4,4,1,4,4,2,3,4,5,4,4,4,1,4,4,2,2,4,4,5,5,4,1,4,3,3,5,2,4,5,4,4,1,4,4,3,3,2,4,1973,1,3,3,5,1,9,1,1,12,"33141",1,2,1,1,9,5,2,3,7,2018-06-08 21:53:31,2018-06-08 22:06:57
392113296,0.890494191494529,3,4,3,4,4,5,1,5,1,3,5,1,4,3,4,1,1,2,4,1,4,2,4,4,4,5,5,1,4,1,3,1,3,1,5,3,5,1,2,2,3,3,3,4,3,5,3,4,1,1,1,1,4,2,4,5,4,1,5,1,5,3,3,3,5,5,5,1,2,1,4,3,4,5,4,5,4,1,1,1,4,2,3,5,5,4,4,1,4,1,3,1,3,2,5,5,4,1,3,1,1964,1,6,5,1,1,11,3,5,51,"22153",1,4,1,2,2,5,2,1,2,2018-06-08 22:00:07,2018-06-08 22:07:20
392124691,0.791121240972708,1,4,1,5,5,2,5,2,2,2,4,1,4,5,4,2,1,4,2,1,3,4,3,4,5,4,2,1,4,4,1,3,2,5,5,3,4,1,4,3,2,2,1,5,4,2,2,1,2,1,1,2,2,5,5,3,4,1,5,2,3,2,1,5,5,5,1,1,4,1,3,3,2,4,4,3,3,1,3,1,2,3,3,4,4,2,4,1,3,4,1,3,1,5,5,4,3,1,4,3,1976,2,1,3,1,1,6,2,6,48,"78154",1,4,4,2,1,7,1,1,3,2018-06-08 21:59:29,2018-06-08 22:07:27
392124674,0.700410830377972,4,4,2,1,4,4,3,2,1,2,5,4,4,4,4,2,4,3,2,3,4,1,4,2,4,4,4,4,2,2,3,2,4,2,4,4,3,1,4,1,3,3,1,3,3,5,4,2,2,2,3,1,2,4,4,4,4,2,4,4,4,4,1,2,4,5,2,1,4,4,4,3,3,1,4,5,2,1,3,2,4,3,4,3,5,4,4,2,2,2,4,1,2,1,5,5,4,2,4,3,1985,2,1,3,1,7,7,1,2,50,"05654",1,3,4,1,1,2,1,1,1,2018-06-08 21:59:00,2018-06-08 22:08:14
392116556,0.865451110977503,5,5,1,1,4,4,1,2,1,4,5,3,4,3,2,3,3,2,1,1,3,4,5,1,5,5,3,3,2,1,5,1,4,1,5,5,2,3,1,2,3,1,5,1,5,5,4,2,1,3,2,3,4,2,4,1,4,1,4,5,5,1,4,1,4,5,3,2,4,3,4,1,4,1,5,4,4,1,2,4,5,4,5,1,5,2,4,3,2,2,5,3,4,1,5,5,3,1,2,2,1951,2,1,5,5,6,3,1,2,9,"06705",1,2,1,1,11,6,2,2,1,2018-06-08 21:42:44,2018-06-08 22:08:34
392117252,1.05123761632295,4,2,2,4,4,3,4,2,1,3,4,2,5,4,5,3,3,4,3,1,3,3,4,3,3,4,4,3,5,2,4,1,3,5,4,4,4,3,5,4,2,2,2,5,4,5,3,1,4,3,1,2,2,3,3,3,4,2,4,4,3,2,2,3,4,5,4,2,4,3,3,3,2,3,4,4,4,2,5,2,4,2,1,4,3,5,4,2,5,3,2,1,3,3,4,5,3,1,4,5,1951,1,1,3,1,2,4,3,5,35,"88310",1,5,4,7,1,6,2,2,3,2018-06-08 21:57:36,2018-06-08 22:08:48
392047788,0.792590350225516,4,2,1,2,4,4,2,2,1,2,2,3,3,4,4,4,4,4,2,1,3,2,3,2,4,4,2,2,2,2,5,1,4,2,4,4,3,2,2,4,4,1,2,1,4,4,2,2,2,4,5,3,1,2,4,4,3,2,4,4,4,4,1,2,4,5,2,2,4,3,4,2,2,1,4,5,4,2,2,2,4,2,2,2,5,4,2,2,2,4,4,1,2,2,4,4,2,1,2,4,1982,2,4,6,1,7,4,1,1,6,"94030",1,1,2,1,9,5,2,4,7,2018-06-08 21:35:38,2018-06-08 22:09:13
